frame,time_s,WRIST_x,WRIST_y,WRIST_speed_px_s,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_speed_px_s,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_speed_px_s,THUMB_IP_x,THUMB_IP_y,THUMB_IP_speed_px_s,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_speed_px_s,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_speed_px_s,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_speed_px_s,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_speed_px_s,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_speed_px_s,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_speed_px_s,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_speed_px_s,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_speed_px_s,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_speed_px_s,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_speed_px_s,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_speed_px_s,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_speed_px_s,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_speed_px_s,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_speed_px_s,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_speed_px_s,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_speed_px_s,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_speed_px_s
12,0.48,557.062873840332,65.25790929794312,,578.0490112304688,65.92060089111328,,594.8330307006836,53.96728277206421,,602.9790496826172,40.023229122161865,,605.9236145019531,27.506779432296753,,587.5455856323242,20.408395528793335,,602.204475402832,18.638307452201843,,604.0338897705078,33.556376695632935,,597.9840850830078,45.863685607910156,,580.6803512573242,15.106682181358337,,600.7795333862305,17.443758845329285,,601.674919128418,35.5957818031311,,594.9928665161133,48.736056089401245,,572.5468444824219,12.989856004714966,,596.9998550415039,19.012693762779236,,596.0649108886719,37.910131216049194,,587.5999450683594,50.88572859764099,,562.7903747558594,14.10804033279419,,585.8468246459961,22.186092138290405,,590.0004577636719,36.356685161590576,,587.1335220336914,47.30869174003601,
13,0.52,554.8019790649414,61.71416759490967,105.08850568451523,574.6090316772461,60.369930267333984,163.25479261777508,593.3071136474609,45.39560079574585,217.6610822420615,603.8541412353516,31.1843204498291,222.053050732683,609.58251953125,17.81478703022003,258.9911952356282,584.5753860473633,9.374848008155823,285.6585116715721,605.0846862792969,10.200151205062866,222.9042613209157,605.6691741943359,29.485892057418823,109.66711088776783,598.1115341186523,44.31049704551697,38.960219832507846,575.8608245849609,5.860723257064819,260.666925615027,600.9941482543945,12.279297709465027,129.22296227231013,600.4994201660156,32.989357709884644,71.48096059644405,593.3184814453125,45.86485147476196,83.09400288395685,566.2614822387695,7.139959931373596,214.66116119774847,593.7873458862305,16.67748749256134,99.28936057422212,592.1459579467773,36.7978835105896,101.84328377182001,584.6597290039062,48.89335870742798,88.79192068079603,555.9379577636719,13.20567011833191,172.7894141700539,580.0280380249023,22.628005743026733,145.88858200667786,581.5768432617188,37.7576744556427,213.48309692977404,577.7680587768555,47.77944803237915,234.43217769475018
19,0.76,416.7339324951172,58.54341745376587,,415.08724212646484,87.75868892669678,,395.4310607910156,112.1597671508789,,370.2198791503906,129.97804641723633,,352.0595169067383,144.45111751556396,,389.55406188964844,81.85956001281738,,359.26368713378906,121.68205261230469,,347.2222900390625,146.16986274719238,,339.7884750366211,163.95873069763184,,368.2704544067383,68.33938121795654,,332.7933120727539,110.75289487838745,,326.94427490234375,138.4795904159546,,329.6101379394531,156.5115737915039,,351.95213317871094,62.469749450683594,,316.4729309082031,98.38989973068237,,314.0749740600586,123.61427307128906,,320.51090240478516,139.69565391540527,,342.10887908935547,64.16928291320801,,313.9620590209961,90.09310483932495,,311.45952224731445,109.73273992538452,,317.22408294677734,122.06156730651855,
20,0.8,398.8069152832031,74.06180620193481,592.7680487844506,398.4621047973633,102.05409049987793,548.1524065839242,381.3897705078125,128.23277950286865,533.5608909044435,359.10099029541016,147.26436138153076,513.8375073978875,342.7405548095703,162.10558891296387,499.076281049591,372.03155517578125,105.10533571243286,727.7552513613153,343.56605529785156,142.32617855072021,648.3611941935795,331.9017791748047,166.28196716308594,632.0674396265237,324.87003326416016,183.1710720062256,608.1087297290085,351.53175354003906,90.07400751113892,685.8289176286659,319.57799911499023,130.97833156585693,604.0037177919897,312.080078125,157.13516235351562,596.3297693773928,312.82623291015625,173.40157985687256,595.2792269812581,336.34532928466797,82.17357873916626,628.3973744856743,303.4596633911133,117.94531345367432,587.2389512310594,299.1912841796875,141.88450813293457,589.1337463083202,302.32818603515625,157.37345695495605,633.993244681835,326.7706298828125,81.0395622253418,570.0154673293005,301.82323455810547,105.9455394744873,499.15600216951646,298.67475509643555,124.60078239440918,490.22249920502503,302.32906341552734,136.4970874786377,518.5592115877279
21,0.84,384.18094635009766,81.45432472229004,409.7013373376097,385.47088623046875,111.99119567871094,408.89929932993203,368.37230682373047,139.8345708847046,435.9299858019327,344.79068756103516,157.84043312072754,444.8581640408669,328.2330322265625,169.57039833068848,407.88447440684087,358.4156799316406,120.87534427642822,520.8678027895421,331.9953918457031,159.7097682952881,522.0568965222617,322.6728057861328,181.67478561401367,448.6875372071547,316.65632247924805,196.78547859191895,397.5055907930354,338.0573272705078,106.6820240020752,534.6648337137512,309.4272804260254,150.32019138336182,546.0910129631038,302.9311752319336,175.22455215454102,506.784253603173,303.12583923339844,190.3476905822754,488.15232394823227,322.89573669433594,98.15571784973145,522.2070419116418,293.9094543457031,136.8660306930542,529.8584915236809,290.8062934875488,159.67074394226074,491.59069176768446,294.2106246948242,173.7830114364624,457.6900427661021,313.50093841552734,95.14154434204102,484.0910369294222,293.7236976623535,124.31323528289795,501.855773128566,292.8569221496582,142.39439964294434,468.01441950540885,296.9156265258789,153.3522891998291,442.57988263438125
22,0.88,378.88980865478516,90.1318359375,254.08578644924674,379.5270538330078,120.60855388641357,261.71072538320607,362.7848815917969,146.43537998199463,216.2030316931794,339.906005859375,162.9983425140381,177.59529948054427,323.5267639160156,173.0709743499756,146.63516349614468,352.57274627685547,131.35352611541748,299.92933370331724,326.8528747558594,172.75114059448242,350.4665403657748,316.5219497680664,195.51664352416992,378.6737218238966,309.7383689880371,211.86784744262695,414.8312387701811,332.4727249145508,118.15263032913208,318.9461092650276,303.5165786743164,162.69882202148438,342.93484409644253,297.77408599853516,187.95865058898926,343.46836853945814,298.8061332702637,203.0700159072876,335.8919294983405,318.10338973999023,108.67184400558472,288.9155355123793,286.6772651672363,147.6213026046753,324.0181651987643,284.1780662536621,170.59759140014648,319.5009699045741,288.6897659301758,184.1759490966797,294.2076591333473,310.0372314453125,104.08475875854492,239.76335999673486,287.6979637145996,132.3344850540161,250.81108116939467,286.4846420288086,149.59962844848633,240.46995144766424,290.5259704589844,159.4652795791626,221.07175875581945
23,0.92,375.94696044921875,94.1982650756836,125.48954512446939,375.64022064208984,126.4463996887207,175.33524293752333,360.164794921875,151.41815185546875,140.7410514495218,339.3134307861328,168.85375499725342,147.13301925048538,323.80626678466797,180.52212238311768,186.40971149825813,348.5797882080078,142.50230312347412,296.0563110657202,324.24373626708984,182.2382926940918,245.98483008955694,313.677978515625,204.18344020843506,228.03719166385764,307.03060150146484,220.3771448135376,223.243346076547,328.98670196533203,128.7515115737915,278.936193018306,301.11093521118164,170.23211002349854,197.70171438465943,292.30791091918945,195.15831470489502,225.98981362541696,289.8060989379883,211.83538913726807,314.07839969006346,314.88245010375977,117.82023668289185,242.47105589952272,284.6785354614258,153.6412525177002,158.57710544128457,278.7623405456543,177.133526802063,212.20352336024337,280.1494598388672,193.15338134765625,309.76918620373294,306.6861915588379,111.2131404876709,196.91891477979078,282.78385162353516,137.46787548065186,177.65872289980118,278.2811737060547,156.14075660705566,262.30141310767783,280.21018981933594,169.27451133728027,355.8759948087693
24,0.96,371.6579055786133,98.93134117126465,159.68328225276375,372.884521484375,131.04479312896729,134.0221532040811,356.41021728515625,156.59204006195068,159.8162468339057,335.96282958984375,175.33345699310303,182.36821668603454,319.44568634033203,187.89334774017334,214.1109891446861,343.6750793457031,150.86281299591064,242.32505848430986,318.89305114746094,191.40353679656982,265.3200080886128,307.3388862609863,212.80739307403564,267.5778550732017,300.93835830688477,227.72186279296875,238.563813972392,324.37068939208984,136.60414695739746,227.72167022512127,294.1777801513672,177.96813011169434,259.7049358026332,283.53418350219727,201.5487241744995,271.35726678229383,281.24656677246094,217.0354700088501,250.38274696413606,310.40382385253906,124.67353820800781,204.67326842476288,281.16580963134766,162.66424655914307,242.0661895913125,273.614444732666,185.49327850341797,245.44128601573146,273.98523330688477,201.1475372314453,252.36904652699997,302.74492263793945,116.23373508453369,159.56967681252877,278.51078033447266,144.41179275512695,203.8337640029307,271.922607421875,162.57895946502686,226.2214363608905,271.54571533203125,175.81541061401367,271.4043126609327
25,1.0,366.2628173828125,101.45907640457153,148.94718453652024,367.77313232421875,134.28056716918945,151.23767054279688,350.7627868652344,159.98202323913574,164.6690929740928,329.873046875,177.56449699401855,162.1399723227104,313.9762496948242,189.2087173461914,140.63457616207836,337.5986099243164,155.00989437103271,183.9187398026167,313.051700592041,194.85342979431152,169.600888129993,301.7398262023926,216.09416484832764,162.31208795870376,294.9496078491211,231.04522705078125,171.22697296912332,318.0167579650879,140.9000587463379,191.74739678382932,288.2126235961914,181.74509525299072,176.50877882970266,277.8363800048828,205.40863037109375,172.05348103953645,274.79589462280273,221.1788034439087,191.66765366196122,304.3357849121094,129.172625541687,188.8499460859131,275.2557945251465,166.3191318511963,173.72115777445083,267.45460510253906,189.01491165161133,177.38645012256578,267.3810577392578,204.5485782623291,185.7118315795265,297.31151580810547,120.74392318725586,176.53559573854923,273.0914497375488,148.27528953552246,166.3876338007148,266.3804244995117,166.54815673828125,170.4228537692079,266.58935546875,180.2625560760498,166.47560980300895
26,1.04,363.7949752807617,102.7698826789856,69.85904437552134,363.8718795776367,136.00117206573486,106.59577325910337,346.89247131347656,160.6416893005371,98.15326593758601,326.26747131347656,176.7987298965454,92.14992667328707,310.6793403625488,187.38641738891602,94.17532943773827,334.8573684692383,156.0752820968628,73.524892559375,311.3895797729492,195.05311489105225,41.85182011513013,300.9689712524414,216.49778366088867,21.753239697189414,295.1052665710449,231.75338745117188,18.1266514832506,315.0263023376465,142.23363876342773,81.85833999079341,285.8307075500488,182.11225032806396,60.25117685584828,275.76011657714844,204.93624687194824,53.23307237758925,272.51699447631836,220.13550281524658,62.65910787454037,301.1501121520996,130.76396942138672,89.0255801628314,272.7670669555664,167.76020050048828,71.89594811062116,264.87890243530273,189.79312419891357,67.26746519857772,264.0324020385742,204.9107551574707,84.20461353562798,293.7647819519043,122.61772155761719,100.28223103911655,270.20111083984375,150.13285160064697,85.89454206095056,263.02547454833984,168.2083797454834,93.58161414145246,262.3767852783203,181.77387714385986,111.88677027273866
