frame,time_s,WRIST_x,WRIST_y,WRIST_speed_px_s,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_speed_px_s,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_speed_px_s,THUMB_IP_x,THUMB_IP_y,THUMB_IP_speed_px_s,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_speed_px_s,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_speed_px_s,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_speed_px_s,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_speed_px_s,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_speed_px_s,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_speed_px_s,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_speed_px_s,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_speed_px_s,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_speed_px_s,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_speed_px_s,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_speed_px_s,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_speed_px_s,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_speed_px_s,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_speed_px_s,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_speed_px_s,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_speed_px_s,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_speed_px_s
0,0.0,371.77074432373047,111.29021644592285,,366.5614700317383,144.9415111541748,,347.6937484741211,167.432541847229,,325.2092742919922,180.46457290649414,,306.95337295532227,188.33321571350098,,336.73866271972656,161.13088130950928,,304.1246795654297,191.71794891357422,,293.538818359375,206.3616943359375,,293.6288833618164,212.8557014465332,,320.80177307128906,143.49984169006348,,284.2537498474121,177.7177619934082,,276.0354232788086,194.66923713684082,,278.7342071533203,202.75643348693848,,309.07814025878906,128.916277885437,,273.3980178833008,160.28480529785156,,270.8296203613281,176.00711345672607,,276.92516326904297,182.79476165771484,,303.14220428466797,118.40251922607422,,274.34621810913086,142.1516990661621,,271.9684600830078,155.84951877593994,,278.03802490234375,162.0421028137207,
1,0.04,372.0966339111328,113.68013620376587,60.300914545851306,365.5453109741211,149.04318809509277,105.64188610003266,344.5603561401367,172.44132041931152,147.70327159296662,321.71520233154297,186.7505979537964,179.79615151628775,303.37474822998047,196.28036499023438,217.89294468774085,334.43897247314453,163.92502784729004,90.4704029808117,298.69884490966797,192.9736089706421,139.23084224270448,289.5909881591797,204.8472547531128,105.70859277868696,291.16424560546875,207.35735893249512,150.6365860101993,320.66490173339844,145.71712017059326,55.53747396666305,282.9333686828613,178.45466136932373,37.802340452718425,276.6322898864746,192.74924755096436,50.2656055197091,279.73716735839844,196.73290729522705,152.66138377796278,310.4640579223633,129.67351913452148,39.482449261681715,273.0668258666992,158.67578029632568,41.06891774350132,272.9374313354492,171.74481868743896,118.87499685309557,280.2301788330078,174.5485496520996,222.09674175852214,305.16387939453125,116.92875623703003,62.545721265113194,276.21280670166016,140.2062177658081,67.40294162621728,275.33905029296875,151.55706882476807,136.44139068387557,281.2450981140137,153.7257957458496,222.8316093939176
2,0.08,374.14669036865234,115.020432472229,61.232781081060516,366.1970520019531,150.75615406036377,45.81906511988451,343.80126953125,173.33425998687744,29.299675244744037,321.18480682373047,188.2282018661499,39.24787188904399,302.92152404785156,198.1227207183838,47.43210139446289,332.77862548828125,166.40490531921387,74.60958545111642,295.50716400146484,190.6409454345703,98.83112551312976,285.54540634155273,201.85887336730957,125.74069436276633,287.5273323059082,205.48001289367676,102.32169399126514,319.69573974609375,147.3447847366333,47.358782825751284,281.1728096008301,176.07268810272217,74.04966628945415,275.53993225097656,189.04420852661133,96.56784977351973,280.4410171508789,192.6162815093994,104.40908841821377,310.2987480163574,130.6266689300537,24.18447200357586,272.8181457519531,157.1119737625122,39.58639819012847,271.95228576660156,169.93213176727295,51.577282198422445,279.407958984375,173.43993186950684,34.50614861302514,305.99178314208984,117.31523036956787,22.841667933056588,278.22704315185547,138.74349117279053,62.233017579176895,276.7847442626953,149.91055011749268,54.77827413486784,282.2957420349121,153.10778617858887,30.47323081151156
3,0.12,375.04154205322266,117.50710487365723,66.06956168219187,367.4052429199219,152.40004062652588,51.00299217123456,347.05833435058594,177.07765102386475,124.05000930358877,326.9291687011719,194.01992797851562,203.93286998982828,308.30127716064453,201.55746459960938,159.5681850421283,332.0159912109375,168.41920852661133,53.846009905048454,295.5474853515625,192.81280517578125,54.30584997704286,286.1821174621582,203.7573480606079,50.060009065351366,288.84395599365234,205.73670387268066,33.53531901062449,319.21871185302734,148.95976066589355,42.098863277805634,281.2779426574707,176.5920639038086,13.247739957082477,274.40128326416016,190.2470827102661,41.40824055125678,278.39427947998047,194.52070713043213,69.89265000484941,310.47754287719727,131.7061185836792,27.353920616784144,274.068603515625,157.0836067199707,31.269487002405977,273.09011459350586,169.27029132843018,32.90789424497946,281.0618782043457,172.47562408447266,47.862683079213866,307.02463150024414,118.37735652923584,37.03788356191075,279.05357360839844,137.9826021194458,28.08585884271837,277.96722412109375,147.8099012374878,60.26495837437249,284.3794822692871,150.0146484375,93.23851956709443
4,0.16,374.4158935546875,121.32757186889648,96.7839220423251,366.6252136230469,156.1543321609497,95.86171886312898,348.5591506958008,182.58715152740479,142.75644797296368,331.2298583984375,201.5284538269043,216.3242535640761,312.7255630493164,205.24314880371094,143.9587043153888,331.2253189086914,171.7335033416748,85.1825716134754,295.13206481933594,192.83692359924316,10.403001878835523,286.4508628845215,203.24475288391113,14.469319205089151,289.2693901062012,205.2468967437744,16.219301920235207,319.76524353027344,152.38024234771729,86.59673712792649,280.38381576538086,178.35270881652832,49.36682468928461,273.5322380065918,192.23844051361084,54.31819193789954,277.3422050476074,197.5893259048462,81.09902047011546,311.5656089782715,135.2293825149536,92.1862129392395,273.5375785827637,160.4082441329956,84.16947712578656,273.33744049072266,172.08868503570557,70.73062097071012,281.86901092529297,175.40642738342285,75.99782565294666,308.5113525390625,121.99211597442627,97.71394889503546,279.0074157714844,141.271333694458,82.22638687790122,277.63988494873047,151.09909057617188,82.63593891082024,283.69577407836914,153.69784355163574,93.65289350549227
5,0.2,371.8166732788086,125.52306175231934,123.38476760839319,363.8780212402344,159.78023529052734,113.72730403596998,346.9995880126953,186.31423473358154,101.00552270884731,330.03265380859375,204.6794843673706,84.26999872765492,311.53430938720703,207.05775260925293,54.2671186042736,332.02701568603516,175.48429012298584,95.8876921248921,294.9053764343262,195.54309368133545,67.89120035537421,285.75204849243164,205.14691829681396,50.66171392577744,287.71732330322266,206.62432193756104,51.87853316513766,319.75942611694336,155.85159301757812,86.78388860929614,278.61066818237305,183.04412841796875,125.38308854243942,271.1579132080078,195.9250545501709,109.62590166029574,274.1468048095703,200.44658660888672,107.16378064702465,310.29273986816406,138.50878715515137,87.94419596261108,271.8952941894531,164.38931465148926,107.66272713238176,272.36568450927734,174.72590446472168,70.26394881202779,280.9878921508789,177.298264503479,52.17409548477635,306.3068199157715,124.68222141265869,86.95052959859566,276.3458824157715,144.04242038726807,96.05558697520316,275.50458908081055,153.38622093200684,78.22425178668077,282.0709228515625,156.11855506896973,72.88683762950811
6,0.24,370.76698303222656,124.61530208587646,34.693994669376124,362.66845703125,158.97090911865234,36.383842809496485,345.7244110107422,184.67506885528564,51.919054563809496,328.66477966308594,201.00385665893555,98.0475609365306,310.7614326477051,203.27078819274902,96.62568869848334,330.66287994384766,173.4874677658081,60.457453269005036,292.6333427429199,192.73677349090576,90.26893882344866,284.435977935791,202.64546871185303,70.66333798440678,287.94593811035156,204.57891941070557,51.45347550764503,318.36360931396484,153.62783432006836,65.63824767345776,277.03380584716797,180.27756214141846,79.60992316733262,270.73354721069336,194.86063957214355,28.647270213818377,275.247802734375,200.870361328125,29.493446762477088,309.12113189697266,136.8056344985962,51.680473885756626,270.7689666748047,161.7059326171875,72.75452224891062,270.84190368652344,173.92902374267578,42.989292859973894,279.4660949707031,178.3290195465088,45.95053465631748,305.3976249694824,123.55135917663574,36.27572231552044,275.90980529785156,142.81195163726807,32.63641177331605,274.87051010131836,152.69195079803467,23.506211561515848,281.1176872253418,156.0126256942749,23.97758317053155
7,0.28,369.8255920410156,120.51265239715576,105.23174267626307,361.54396057128906,153.7305736541748,133.9906901353731,344.03675079345703,180.90840339660645,103.18662003444888,326.93553924560547,197.860107421875,89.69891194632322,310.6368827819824,202.58502960205078,17.42443531667474,330.09307861328125,165.64398765563965,196.6037477308791,293.3747863769531,186.1418867111206,165.91087649065045,284.90793228149414,198.2986879348755,109.30817680853502,287.9429244995117,200.63644409179688,98.56191176759941,318.6557960510254,147.1816062927246,161.32116427685912,276.1701774597168,174.2344093322754,152.61378924073597,271.76597595214844,191.28800868988037,92.97042717674775,279.464111328125,197.50133514404297,134.92496893357165,309.7367858886719,131.5094804763794,133.29543611968288,270.1980209350586,157.1075963973999,115.84114939202495,271.68174743652344,172.60634422302246,39.16965212479874,281.99594497680664,177.80811309814453,64.573042853275,305.9433174133301,119.05367374420166,113.26670542463644,276.44901275634766,137.3680830001831,136.76268318956537,276.6307067871094,149.95249271392822,81.40532448512594,284.5560073852539,155.07855892181396,89.07344672191043
8,0.32,371.59629821777344,110.93494892120361,243.50026211186372,365.56774139404297,141.71210289001465,316.85411826514746,349.30370330810547,169.0819787979126,323.6559782200775,333.8796615600586,188.37478637695312,293.8878932128325,317.9146385192871,192.81180381774902,304.63263819190075,331.6849899291992,153.99762153625488,293.86649330999467,296.1443901062012,177.95811653137207,215.99305424597287,288.79106521606445,192.3882007598877,176.79893246503184,293.0006408691406,196.77050113677979,159.1501056531586,320.1449203491211,136.6214418411255,266.61602120371157,278.8081741333008,164.7521209716797,246.0599761787369,272.99633026123047,182.13595390319824,230.85964153613446,280.05733489990234,189.7313404083252,194.81518870328455,312.45906829833984,122.68369674682617,230.90214371952302,273.4944725036621,147.52342700958252,253.38076066283674,269.15245056152344,164.7013521194458,207.4943415485922,275.6135559082031,173.72890949249268,189.36537480389723,310.54893493652344,112.51728057861328,199.9002069550833,277.5036430358887,129.56500053405762,196.85073818708395,270.9657859802246,143.10414791107178,222.19241982891603,274.38785552978516,152.08019256591797,265.0253678424502
9,0.36,375.06805419921875,96.69970750808716,366.3120149582244,370.41797637939453,125.8024263381958,415.814402255248,355.36659240722656,150.078763961792,498.6737399943948,340.8512496948242,168.2953691482544,531.3814762984359,329.6378707885742,178.66597652435303,459.3055931609162,335.4728698730469,130.49496173858643,595.1486432154704,300.8741760253906,152.96277523040771,635.9726613586946,292.04994201660156,169.53579425811768,577.0900931197938,295.53462982177734,177.28707790374756,491.1878974037996,322.56771087646484,114.32292938232422,560.7436868875019,281.8454933166504,143.004412651062,548.9695603015064,274.56111907958984,161.71879291534424,511.92591434821526,279.64550018310547,170.87509632110596,471.5185235695609,313.8886070251465,102.3960828781128,508.44791858253006,275.9487724304199,128.06988716125488,490.19371219508383,269.6855163574219,145.89818000793457,470.2681685737076,273.46296310424805,155.64067840576172,455.39073418837506,310.782413482666,95.12107372283936,434.9443392553125,280.0938034057617,112.85123348236084,422.8319256809123,272.05251693725586,127.37555980682373,394.1521501321406,272.98004150390625,136.92463874816895,380.5199993546236
