frame,time_s,WRIST_x,WRIST_y,WRIST_speed_px_s,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_speed_px_s,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_speed_px_s,THUMB_IP_x,THUMB_IP_y,THUMB_IP_speed_px_s,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_speed_px_s,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_speed_px_s,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_speed_px_s,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_speed_px_s,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_speed_px_s,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_speed_px_s,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_speed_px_s,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_speed_px_s,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_speed_px_s,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_speed_px_s,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_speed_px_s,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_speed_px_s,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_speed_px_s,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_speed_px_s,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_speed_px_s,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_speed_px_s,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_speed_px_s
0,0.0,390.5672073364258,198.2922077178955,,377.0697021484375,172.55488872528076,,349.91554260253906,161.71467304229736,,327.23419189453125,168.72977256774902,,312.8184127807617,178.94926071166992,,342.08675384521484,155.0681734085083,,307.99205780029297,162.21402168273926,,297.31353759765625,171.83941841125488,,296.85253143310547,178.52441310882568,,338.86356353759766,173.82267951965332,,297.7275085449219,176.11986637115479,,291.1246871948242,181.59337520599365,,295.4228210449219,186.9426155090332,,338.5057830810547,194.3353271484375,,301.11583709716797,197.16748237609863,,304.0096664428711,198.38112831115723,,313.9311981201172,198.98584842681885,,340.94215393066406,214.60604667663574,,310.46802520751953,212.36068725585938,,311.9190979003906,210.11019229888916,,319.6183967590332,208.44951152801514,
1,0.04,396.46156311035156,198.84311199188232,148.00110960037838,379.70447540283203,172.5811529159546,65.87260389278165,353.9194107055664,161.7152452468872,100.09670359787664,332.0994186401367,165.7335090637207,142.84612847336564,317.45092391967773,174.7231149673462,156.76508560670993,342.2822570800781,156.34155750274658,32.207613291552036,308.3152198791504,163.3161735534668,28.71380847431755,295.80400466918945,173.6284589767456,58.520059632877754,292.2993469238281,180.3927183151245,123.03976369299905,337.735595703125,174.99393939971924,40.65219199392084,296.7880630493164,175.33786296844482,30.558214536595578,287.73265838623047,181.60160064697266,84.8009695412191,290.0922203063965,187.018404006958,133.27848694084395,337.16392517089844,195.5958652496338,46.026751430665605,300.61365127563477,197.4622678756714,14.557839170601012,302.0953559875488,199.60978031158447,56.867006347650815,311.27710342407227,200.00425815582275,71.06940723556619,340.67333221435547,216.42339706420898,45.928120106121476,310.4335021972656,213.72264862060547,34.05997098224353,311.58891677856445,211.70587062835693,40.73702941077882,319.4399833679199,209.4431447982788,25.23809637610645
2,0.08,400.1693344116211,201.71921253204346,117.31240966867358,382.18639373779297,173.53328704833984,66.45711976280407,356.5660858154297,162.6193141937256,69.92062373598753,334.0786361694336,165.62685012817383,49.55223353195103,319.48740005493164,173.8818883895874,55.08457817635106,342.55126953125,156.69679641723633,11.140084864279356,307.9144096374512,164.7500467300415,37.2209713766264,296.3238525390625,175.75861930847168,54.816881789913054,293.4170150756836,182.58991241455078,61.628138907004335,338.3876419067383,175.07497787475586,16.426569294947775,296.06922149658203,175.39136409759521,18.020744101554428,287.0931053161621,183.11674118041992,41.11477050228367,289.48822021484375,189.128737449646,54.87669900515068,338.2155227661133,195.29382705688477,27.35284002782822,300.4636573791504,197.16912746429443,8.23215759099698,300.36367416381836,200.1578664779663,45.408702252553006,308.37059020996094,200.3792953491211,73.26523715310377,342.7219772338867,215.69210529327393,54.38137359362768,311.20540618896484,213.12631130218506,24.38562550128191,309.87077713012695,211.3627052307129,43.80187168998268,315.76467514038086,208.56794357299805,94.45193139948645
3,0.12,402.9156494140625,202.13553428649902,69.4422867201053,382.9181671142578,173.3102560043335,19.1251653766268,356.7976760864258,162.7705192565918,6.914523874444417,334.3593215942383,166.53608322143555,23.789298087323598,319.6596336364746,175.25945663452148,34.70733600463565,343.0532455444336,156.09588146209717,19.574835585541877,306.6865921020508,164.932279586792,31.031684557039174,295.1019096374512,175.8521318435669,30.63789574426422,291.97998046875,182.10166454315186,37.94283896081686,339.0555953979492,174.27201747894287,26.111626525183073,295.85662841796875,176.72302722930908,33.71315130479737,287.7869415283203,184.60068225860596,40.953401971249406,289.60269927978516,189.3838119506836,6.989655633033635,338.9939880371094,194.25546169281006,32.44428693407574,299.2823028564453,196.5496015548706,33.348639971923554,298.3095932006836,200.07413864135742,51.39466748686002,305.1124954223633,200.23723125457764,81.52976393597567,343.0301284790039,214.58875179290771,28.639419257354486,310.2054786682129,212.07305431365967,36.30775855993732,307.8123664855957,210.64168453216553,54.52594124160813,312.719783782959,208.1268310546875,76.9169342225458
4,0.16,402.4630355834961,203.28725337982178,30.93658988099874,383.15479278564453,173.76936435699463,12.912498495702588,357.8429412841797,162.99802780151367,26.743450969910153,335.11993408203125,165.8142328262329,26.21544570526138,320.15735626220703,173.42987537384033,47.40184201063295,342.3776626586914,156.55104160308838,20.365150831980113,305.0370407104492,164.8431158065796,41.29898586252162,293.4497833251953,175.7257890701294,41.423754115603955,290.54027557373047,181.75286293029785,37.03387596067243,338.21075439453125,173.9578914642334,22.533745169377863,293.86526107788086,177.79003143310547,56.48031656077121,287.18297958374023,185.87685585021973,35.29685774287615,290.1557731628418,190.080885887146,22.245825352953023,338.22948455810547,193.28033924102783,30.977102081404993,297.332820892334,196.51063442230225,48.746784290196786,296.22108459472656,200.1019048690796,52.217329262889955,302.5976753234863,199.96360301971436,63.24156337325697,342.5967788696289,213.07996273040771,39.24471556038703,308.6442756652832,210.91947555541992,48.52897824894568,304.3147659301758,208.94328117370605,97.20398530056575,307.5401306152344,205.52588939666748,144.90019074854487
5,0.2,402.31346130371094,204.82312202453613,38.57836957893276,383.3512496948242,174.48556423187256,18.56639400131993,357.2591018676758,163.26903820037842,16.09182829413058,333.89095306396484,165.8979320526123,30.79569676984158,318.3594512939453,172.97338485717773,46.37379288660149,340.9440612792969,156.70586585998535,36.048435000059314,302.8953552246094,164.6537160873413,53.75109867426309,291.5120315551758,175.58140754699707,48.57808113256839,289.15271759033203,181.42011165618896,35.67247334880413,337.06539154052734,173.97996425628662,28.63938803772916,292.5470733642578,178.3723783493042,36.027305435885424,287.3542022705078,187.21548557281494,33.73839376992526,292.0606994628906,191.44748210906982,58.61062959477892,337.4070358276367,193.25544834136963,20.570632451620398,296.0915184020996,196.89698696136475,32.500963030944376,294.6167755126953,201.1564064025879,47.99597063074221,300.78683853149414,201.0840082168579,53.23554788049783,341.9198226928711,213.09927463531494,16.93078953640564,308.2770347595215,211.39828205108643,15.085621116586594,304.0080451965332,209.92130756378174,25.624856440216337,307.1660041809082,206.6132926940918,28.7490925955813
6,0.24,401.5040588378906,205.21023273468018,22.430267686546724,381.58390045166016,174.817214012146,44.95494219262775,355.0192642211914,163.67048263549805,56.88821449286081,331.6018295288086,166.16087436676025,57.604390130959885,315.82019805908203,173.24368000030518,63.83996815848361,339.5987319946289,156.6057586669922,33.72621693758988,301.64485931396484,164.28211212158203,32.61354712679531,291.3920593261719,175.2407741546631,9.028581135245028,290.3776741027832,181.26893520355225,30.856247110880563,335.98087310791016,174.32330131530762,28.43919573827234,292.24878311157227,179.16970252990723,21.282371282083094,287.1070098876953,188.16142559051514,24.44261891664802,291.62071228027344,192.6366376876831,31.69857756089477,336.38011932373047,194.05351638793945,32.514132628662516,295.2565383911133,197.71292209625244,29.186274204355573,293.9223289489746,201.7924976348877,23.543418476192247,299.96177673339844,201.75599098205566,26.60225328096915,340.7548141479492,214.14138793945312,39.077207618402596,306.9240951538086,212.55592346191406,44.51530082995026,303.45617294311523,210.90622901916504,28.224914275412182,307.3986053466797,207.73109436035156,28.543649331017594
7,0.28,400.2021026611328,206.79076194763184,51.19303223579001,381.8833541870117,176.93135261535645,53.38102760579264,354.48638916015625,164.41606521606445,22.910821885045983,329.50653076171875,167.02709197998047,56.682282708208,313.2849884033203,174.59908962249756,71.86977477788885,338.7377166748047,156.90204620361328,22.764194546054632,298.99768829345703,163.19502353668213,71.54227772459113,295.29834747314453,174.05322074890137,102.07035006159761,300.74384689331055,178.8602113723755,266.0586035279026,335.57472229003906,175.32917976379395,27.119526406108907,291.46976470947266,179.50261116027832,21.179262070852857,292.1527862548828,188.26048851013184,126.16871791798985,301.28644943237305,191.38469696044922,243.6619459902202,336.10530853271484,195.58825492858887,38.97870699989071,294.0313529968262,197.66618728637695,30.651910552490016,296.5842628479004,201.64767265319824,66.64676641429969,305.46152114868164,201.32463455200195,137.9158643049891,340.4598617553711,216.08578205108643,49.165952238578,306.1227798461914,213.4200096130371,29.46132102842926,305.8843803405762,211.74838542938232,64.25252224793438,312.8027534484863,209.07284259796143,139.20556975070514
8,0.32,399.0679931640625,206.5325403213501,29.078372113400953,381.0200881958008,176.70681953430176,22.299709584282052,353.3989715576172,164.90867614746094,29.84483384988006,328.5496139526367,167.80993938446045,30.908532784297392,312.2163963317871,174.91443157196045,27.853742572079504,337.3085403442383,157.84890174865723,42.859366005516556,296.75037384033203,162.94438362121582,56.531200558018604,296.36463165283203,173.4481430053711,30.650051259821858,304.6043014526367,177.3237705230713,103.87420242784309,334.17274475097656,176.5400218963623,46.3119833981878,291.4358901977539,180.32032012939453,20.46025782946784,294.2021369934082,188.12998294830322,51.337548095684596,304.4388198852539,190.0352382659912,85.7265938910025,334.66861724853516,196.8876314163208,48.42817557288097,293.52216720581055,198.29451084136963,20.21850420300117,297.48958587646484,201.78099632263184,22.877185508716316,307.03786849975586,201.39259815216064,39.445294571922936,339.02088165283203,217.24318027496338,46.167049830864606,305.3975486755371,214.59763526916504,34.575663739646224,305.6463813781738,212.64161109924316,23.109732844125144,312.3640823364258,210.02766609191895,26.269281599066453
9,0.36,397.8650665283203,206.36298179626465,30.370448058177896,379.8292922973633,176.23487949371338,32.02267042313669,352.347412109375,164.00549411773682,34.65468088877025,327.4560546875,166.6896915435791,39.13779416502099,311.5272331237793,174.23423767089844,24.207561710052207,335.7498550415039,156.68219089508057,48.67439065369572,294.1362190246582,162.4156093597412,66.67743068267498,295.53476333618164,173.38469982147217,20.807247243499468,305.6607437133789,176.8071699142456,29.39968579042482,332.9111099243164,174.94465827941895,50.848472851382176,289.2559051513672,180.30532836914062,54.50091487388775,293.3951187133789,188.39178085327148,21.210502223945802,304.6925354003906,189.53860759735107,13.94214796164493,333.5486602783203,195.17834186553955,51.08800240481357,291.9135284423828,197.65721797943115,43.25694209517159,297.2909164428711,201.3432741165161,12.017442364415478,307.8442573547363,200.3580093383789,32.79326339965854,338.09349060058594,215.59212684631348,47.34205046812714,304.10377502441406,213.68545532226562,39.575264653771406,305.7032012939453,212.1346664428711,12.752974835613722,313.83750915527344,209.4114589691162,39.9272604924595
10,0.4,396.74583435058594,204.25106048583984,59.75414362777727,376.6790771484375,173.7440299987793,100.39978427185132,349.18914794921875,162.45419025421143,87.96723886736282,325.71815490722656,164.7456693649292,65.18971294113999,309.8849105834961,172.0571994781494,68.17586916850698,333.9033508300781,155.2778434753418,57.996602692205634,293.0941963195801,159.96445655822754,66.5862287482679,291.0586166381836,170.98570346832275,126.96227974388448,298.5638618469238,175.9768009185791,178.632382449584,331.46240234375,173.7167501449585,47.47704735359439,288.23896408081055,178.3081340789795,56.029870234752444,289.97806549072266,186.3451623916626,99.57691704740044,299.8234558105469,188.4270429611206,124.85870011925269,332.0615768432617,194.02337551116943,47.07284529423961,291.0691452026367,195.94744205474854,47.67282223780919,295.9116744995117,199.17237281799316,64.29969277847665,306.3620948791504,198.66218090057373,56.306303457649044,336.5233612060547,214.3893527984619,49.446762569431066,302.54886627197266,211.57012939453125,65.63319000782009,304.1939926147461,209.8341178894043,68.78514776201882,312.9263687133789,207.67094135284424,49.11452482087677
11,0.44,395.7460021972656,202.19770431518555,57.0960588524791,375.4340362548828,172.24212169647217,48.77150407232266,348.31478118896484,160.5871868133545,51.540148668347264,324.98741149902344,162.4321746826172,60.65395480571668,308.7400436401367,169.00983810424805,81.38308969444707,332.90287017822266,153.6313819885254,48.16506100319787,292.0005798339844,158.86187553405762,38.823977227564306,289.52789306640625,170.41484355926514,40.84265301865854,296.4824867248535,175.8421754837036,52.1431108014797,331.063232421875,171.82990550994873,48.21513833327421,287.23440170288086,176.66594982147217,48.126881175938394,289.33876037597656,185.76613426208496,21.5636355437617,299.6530342102051,188.2767105102539,5.681294287321754,332.1708679199219,192.0457935333252,49.51499153370034,290.41027069091797,194.264817237854,45.175642611796185,294.8606872558594,198.57134342193604,30.267665515826746,305.39318084716797,198.46478462219238,24.72043299695669,336.90643310546875,212.51606941223145,47.80124687997028,302.008056640625,210.6219720840454,27.288703509718648,302.81991958618164,209.4603681564331,35.5999082752007,311.21191024780273,207.33378410339355,43.682396633562185
12,0.48,395.3025817871094,200.1562786102295,52.22571546301724,374.5088577270508,170.2869415283203,54.07566919544179,347.63282775878906,159.39252376556396,34.39004469578247,324.91695404052734,161.81466579437256,15.537886771510435,309.91174697875977,169.13918495178223,29.470528930477997,332.0428466796875,152.0101261138916,45.88103522335796,292.0025444030762,157.96573162078857,22.403651666927964,288.4221076965332,169.9022912979126,30.469976050643616,294.2253875732422,175.14105319976807,59.08716568149326,330.2098846435547,169.27488327026367,67.34399136174596,286.61388397216797,174.20554161071777,63.43624170021383,287.09850311279297,184.60607528686523,63.0698493301013,295.88186264038086,187.58967876434326,95.83106108192261,331.35005950927734,189.00054931640625,78.8481086792158,289.9109649658203,191.6925287246704,65.50751103008895,293.33534240722656,197.28338241577148,49.90942083321457,302.74267196655273,197.02508926391602,75.4068964471368,336.5252685546875,209.61002826690674,73.27329643657882,302.21248626708984,208.97140502929688,41.57946514204615,303.4623146057129,208.7307643890381,24.302687846660614,312.42191314697266,206.33554458618164,39.21566292410383
13,0.52,395.1071548461914,197.84829139709473,57.906156112876594,374.32579040527344,168.62667560577393,41.75820711153328,347.08812713623047,157.56696224212646,47.62728763581313,324.19898986816406,160.1703643798828,44.8553208555732,309.2969512939453,167.60034084320068,41.42776035298218,331.9968032836914,150.3940200805664,40.419044902008686,292.744140625,156.846284866333,33.570131743418855,290.0090217590332,168.4244441986084,54.21213131464494,296.23565673828125,173.23857307434082,69.19452987570857,330.3003692626953,167.8866147994995,34.78035376849699,286.5470314025879,172.94360160827637,31.592738839617834,288.25836181640625,182.64859199523926,56.88262613345984,298.2657241821289,185.2626085281372,83.28434627250444,331.6070556640625,187.73064136505127,32.39129154272178,289.8685073852539,190.47722339630127,30.401168638207576,294.2441749572754,195.4059076309204,52.146956837023595,304.5734977722168,194.78211879730225,72.38283482975719,336.8274688720703,208.3164882659912,33.20928678279254,302.31849670410156,207.1717071533203,45.07043555335059,304.1743469238281,206.52530193328857,57.938839875344094,313.72119903564453,204.1071081161499,64.48872440914273
14,0.56,395.75958251953125,195.50402641296387,60.83399637929489,375.16239166259766,166.62835121154785,54.15949852239373,347.88963317871094,155.92971324920654,45.572717996557444,325.2967834472656,158.71353149414062,45.603678574872994,310.4857063293457,166.07816219329834,48.284096608046745,332.1102523803711,149.15742874145508,31.044613436780228,293.54318618774414,156.2936496734619,24.28836485517257,290.03034591674805,167.69209384918213,18.316518398822186,295.18457412719727,172.88633823394775,27.713309506781385,330.13816833496094,166.8757152557373,25.59573973995148,286.86458587646484,172.45582580566406,14.550903698167394,289.6493911743164,181.37228965759277,47.19580444574644,300.0763511657715,183.95729541778564,55.80217508053724,331.5697479248047,186.8510913848877,22.00852157424302,290.6499481201172,190.26060104370117,20.272747497405014,296.9327735900879,194.48023796081543,71.08721292589084,308.19149017333984,193.79376411437988,93.7640455939758,336.97261810302734,207.25645065307617,26.748224707936597,303.23984146118164,205.7230567932129,42.92044986977589,306.2013244628906,204.8780107498169,65.298383340475,316.15217208862305,202.77827739715576,69.26137570848095
15,0.6,395.589599609375,194.3124532699585,30.090911676917564,375.93360900878906,165.80689430236816,28.16877314405041,349.3843078613281,155.0465440750122,43.40247830700379,326.7091751098633,157.28239059448242,50.268121628236365,312.1486282348633,164.42766666412354,58.57391033811593,332.8331756591797,148.6283254623413,22.396544753213487,294.70508575439453,156.44082069396973,29.279578124732225,293.2891082763672,167.442626953125,81.7074271742588,300.21533966064453,171.50510787963867,130.4233470860033,330.26206970214844,166.26784801483154,15.509153171541055,287.45941162109375,172.35893726348877,15.066624042859317,291.69572830200195,180.82141399383545,52.979710957736025,302.79748916625977,182.6817512512207,75.13157183634259,331.45275115966797,186.2253999710083,15.913398216103394,291.0354232788086,190.12593269348145,10.20804408662195,298.1195068359375,194.0921115875244,31.21475891354106,309.3365287780762,193.25491905212402,31.637274371519013,336.95995330810547,206.9692325592041,7.187429585651542,304.0478324890137,205.88589191436768,20.605896876539916,307.68972396850586,205.0202465057373,37.37950724141776,317.4670219421387,202.96799182891846,33.21164802171354
16,0.64,396.57081604003906,195.84646224975586,45.524507368999,377.728271484375,166.91096305847168,52.67697089027739,350.5352783203125,155.49033164978027,30.83910270433084,326.9366455078125,158.32770824432373,26.74452947582146,312.74139404296875,166.4355182647705,52.33807978828333,334.28680419921875,148.9596176147461,37.27256382599918,296.53039932250977,157.28081703186035,50.23297889344727,294.7906303405762,168.77550601959229,50.194217266117356,301.22425079345703,172.9572343826294,44.20529560047831,330.7175064086914,166.78081512451172,17.149304819735764,288.529109954834,172.29796886444092,26.78585996950037,292.39734649658203,181.15196228027344,19.389595480451923,303.4920310974121,183.58221530914307,28.430001909721582,331.38816833496094,186.6648817062378,11.105042121922159,291.6062927246094,190.24094581604004,14.558501436222093,298.55512619018555,194.29149627685547,11.977021649160283,309.8093032836914,193.4465503692627,12.7533891296596,336.4453125,207.2118902206421,14.224492566125232,304.41917419433594,205.8425760269165,9.346487582821252,308.31226348876953,205.2477264404297,16.569976142442343,318.01897048950195,203.2664966583252,15.68742195429953
